clip_name,tools_present,corrected_labels
clip_021257_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021258_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021259_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021260_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021261_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021262_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021263_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021264_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021265_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021266_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021267_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021268_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021269_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021270_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021271_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021272_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021273_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021274_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021275_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021276_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021277_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021278_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021279_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021280_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021281_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021282_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021283_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021284_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021285_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021286_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021287_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021288_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021289_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021290_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021291_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021292_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021293_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021294_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021295_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021296_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021297_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021298_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021299_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021300_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021301_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021302_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021303_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021304_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021305_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021306_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021307_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021308_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021309_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021310_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021311_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021312_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021313_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021314_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021315_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021316_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021317_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021318_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021319_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021320_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021321_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021322_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_021323_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021324_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021325_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021326_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021327_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021328_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021329_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021330_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021331_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021332_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021333_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021334_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021335_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021336_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021337_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021338_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021339_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021340_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021341_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021342_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021343_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021344_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021345_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021346_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021347_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021348_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021349_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021350_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021351_1,"[grasping retractor, bipolar forceps, nan, monopolar curved scissors]","['grasping retractor', 'bipolar forceps', 'nan', 'monopolar curved scissors']"
clip_021352_1,"[grasping retractor, bipolar forceps, nan, clip applier ]","['grasping retractor', 'bipolar forceps', 'nan', 'clip applier']"
clip_021353_1,"[grasping retractor, bipolar forceps, nan, clip applier ]","['grasping retractor', 'bipolar forceps', 'nan', 'clip applier']"
clip_021354_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021355_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021356_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021357_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021358_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021359_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021360_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021361_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_021362_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021363_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021364_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021365_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021366_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021367_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021368_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021369_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021370_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021371_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021372_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021373_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021374_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021375_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021376_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021377_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021378_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021379_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021380_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021381_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021382_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021383_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021384_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021385_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021386_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021387_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021388_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021389_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021390_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021391_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021392_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021393_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021394_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021395_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021396_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021397_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021398_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021399_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021400_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021401_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021402_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021403_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021404_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021405_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021406_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021407_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021408_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021409_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021410_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021411_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021412_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_021413_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021414_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021415_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021416_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021417_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021418_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021419_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021420_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021421_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021422_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021423_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021424_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021425_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021426_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021427_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_021428_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021429_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021430_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021431_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021432_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021433_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021434_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021435_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021436_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021437_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021438_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021439_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021440_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021441_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021442_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021443_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021444_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021445_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021446_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021447_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021448_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021449_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021450_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021451_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_021452_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
